name,parent
Países Bajos, Preparaciones a base de extractos- esencias o concentrados o a base de café
Países no precisados en otra parte y desconocidos, Café tostado- sin descafeinar- en grano
Panamá, Café sin tostar- descafeinado
Panamá, Café soluble liofilizado- con granulometría de 20 - 300 mm
Panamá, Café tostado- descafeinado
Panamá, Café tostado- sin descafeinar- en grano
Panamá, Café tostado- sin descafeinar- molido
"Panamá, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Panamá, Extractos- esencias y concentrados de café
Panamá, Los demás extractos- esencias y concentrados de café
Panamá, Preparaciones a base de extractos- esencias o concentrados o a base de café
Paraguay, Café soluble liofilizado- con granulometría de 20 - 300 mm
Paraguay, Café tostado- descafeinado
Paraguay, Café tostado- sin descafeinar- en grano
Paraguay, Café tostado- sin descafeinar- molido
Paraguay, Los demás extractos- esencias y concentrados de café
Paraguay, Preparaciones a base de extractos- esencias o concentrados o a base de café
Perú, Café sin tostar- descafeinado
Perú, Café soluble liofilizado- con granulometría de 20 - 300 mm
Perú, Café tostado- descafeinado
Perú, Café tostado- sin descafeinar- en grano
Perú, Café tostado- sin descafeinar- molido
"Perú, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Perú, Extractos- esencias y concentrados de café
Perú, Los demás cafés sin tostar- sin descafeinar
Perú, Los demás extractos- esencias y concentrados de café
Perú, Preparaciones a base de extractos- esencias o concentrados o a base de café
Polinesia Francesa, Los demás cafés sin tostar- sin descafeinar
Polonia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Polonia, Café tostado- descafeinado
Polonia, Café tostado- sin descafeinar- en grano
Polonia, Café tostado- sin descafeinar- molido
Polonia, Extractos- esencias y concentrados de café
Polonia, Los demás cafés sin tostar- sin descafeinar
Polonia, Los demás extractos- esencias y concentrados de café
Portugal, Café sin tostar- descafeinado
Portugal, Café tostado- sin descafeinar- en grano
Portugal, Café tostado- sin descafeinar- molido
Portugal, Los demás cafés sin tostar- sin descafeinar
Portugal, Los demás extractos- esencias y concentrados de café
Puerto Rico, Café tostado- sin descafeinar- molido
Puerto Rico, Extractos- esencias y concentrados de café
Puerto Rico, Los demás extractos- esencias y concentrados de café
Puerto Rico, Preparaciones a base de extractos- esencias o concentrados o a base de café
Qatar, Los demás cafés sin tostar- sin descafeinar
Quindío,Colombia
Reino Unido, Café sin tostar- descafeinado
Reino Unido, Café sin tostar- sin descafeinar- para la siembra
Reino Unido, Café soluble liofilizado- con granulometría de 20 - 300 mm
Reino Unido, Café tostado- descafeinado
Reino Unido, Café tostado- sin descafeinar- en grano
Reino Unido, Café tostado- sin descafeinar- molido
Reino Unido, Extractos- esencias y concentrados de café
Reino Unido, Los demás cafés sin tostar- sin descafeinar
Reino Unido, Los demás extractos- esencias y concentrados de café
Reino Unido, Preparaciones a base de extractos- esencias o concentrados o a base de café
República Checa, Café sin tostar- sin descafeinar- para la siembra
República Checa, Café tostado- descafeinado
República Checa, Café tostado- sin descafeinar- en grano
República Checa, Café tostado- sin descafeinar- molido
"República Checa, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
República Checa, Los demás cafés sin tostar- sin descafeinar
República Dominicana, Café soluble liofilizado- con granulometría de 20 - 300 mm
República Dominicana, Café tostado- sin descafeinar- en grano
República Dominicana, Café tostado- sin descafeinar- molido
República Dominicana, Extractos- esencias y concentrados de café
República Dominicana, Los demás cafés sin tostar- sin descafeinar
República Dominicana, Los demás extractos- esencias y concentrados de café
República Dominicana, Preparaciones a base de extractos- esencias o concentrados o a base de café
Reunión, Los demás cafés sin tostar- sin descafeinar
Risaralda,Colombia
Rumania, Café tostado- sin descafeinar- en grano
Rumania, Café tostado- sin descafeinar- molido
Rumania, Los demás cafés sin tostar- sin descafeinar
Rumania, Preparaciones a base de extractos- esencias o concentrados o a base de café
Rusia- Federación de, Café sin tostar- descafeinado
Rusia- Federación de, Café soluble liofilizado- con granulometría de 20 - 300 mm
Rusia- Federación de, Café tostado- descafeinado
Rusia- Federación de, Café tostado- sin descafeinar- en grano
Rusia- Federación de, Café tostado- sin descafeinar- molido
"Rusia- Federación de, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Rusia- Federación de, Extractos- esencias y concentrados de café
Rusia- Federación de, Los demás cafés sin tostar- sin descafeinar
Rusia- Federación de, Los demás extractos- esencias y concentrados de café
San Cristóbal y Nieves, Café tostado- sin descafeinar- en grano
San Cristóbal y Nieves, Los demás extractos- esencias y concentrados de café
San Cristóbal y Nieves, Preparaciones a base de extractos- esencias o concentrados o a base de café
San Vicente y las Granadinas, Café tostado- sin descafeinar- molido
San Vicente y las Granadinas, Extractos- esencias y concentrados de café
San Vicente y las Granadinas, Los demás extractos- esencias y concentrados de café
San Vicente y las Granadinas, Preparaciones a base de extractos- esencias o concentrados o a base de café
Santa Lucia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Santa Lucia, Café tostado- sin descafeinar- en grano
Santa Lucia, Café tostado- sin descafeinar- molido
Santa Lucia, Extractos- esencias y concentrados de café
Santa Lucia, Los demás extractos- esencias y concentrados de café
Santa Lucia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Santander,Colombia
Serbia, Los demás cafés sin tostar- sin descafeinar
Singapur, Café soluble liofilizado- con granulometría de 20 - 300 mm
Singapur, Café tostado- sin descafeinar- en grano
Singapur, Café tostado- sin descafeinar- molido
Singapur, Extractos- esencias y concentrados de café
Singapur, Los demás cafés sin tostar- sin descafeinar
Singapur, Los demás extractos- esencias y concentrados de café
Siria- República Árabe, Café sin tostar- descafeinado
Siria- República Árabe, Los demás cafés sin tostar- sin descafeinar
Sudáfrica, Café sin tostar- descafeinado
Sudáfrica, Café tostado- sin descafeinar- molido
"Sudáfrica, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Sudáfrica, Extractos- esencias y concentrados de café
Sudáfrica, Los demás cafés sin tostar- sin descafeinar
Sudáfrica, Los demás extractos- esencias y concentrados de café
Sudáfrica, Preparaciones a base de extractos- esencias o concentrados o a base de café
Suecia, Café sin tostar- sin descafeinar- para la siembra
Suecia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Suecia, Café tostado- descafeinado
Suecia, Café tostado- sin descafeinar- en grano
Suecia, Café tostado- sin descafeinar- molido
Suecia, Extractos- esencias y concentrados de café
Suecia, Los demás cafés sin tostar- sin descafeinar
Suecia, Los demás extractos- esencias y concentrados de café
Suecia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Suiza, Café soluble liofilizado- con granulometría de 20 - 300 mm
Suiza, Café tostado- descafeinado
Suiza, Café tostado- sin descafeinar- en grano
Suiza, Café tostado- sin descafeinar- molido
"Suiza, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Suiza, Extractos- esencias y concentrados de café
Suiza, Los demás cafés sin tostar- sin descafeinar
Suiza, Los demás extractos- esencias y concentrados de café
Suiza, Preparaciones a base de extractos- esencias o concentrados o a base de café
Surinam, Café soluble liofilizado- con granulometría de 20 - 300 mm
Surinam, Café tostado- sin descafeinar- molido
Surinam, Extractos- esencias y concentrados de café
Surinam, Los demás extractos- esencias y concentrados de café
Surinam, Preparaciones a base de extractos- esencias o concentrados o a base de café
Tailandia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Tailandia, Los demás cafés sin tostar- sin descafeinar
Tailandia, Los demás extractos- esencias y concentrados de café
Taiwán- Provincia de China, Café sin tostar- sin descafeinar- para la siembra
Taiwán- Provincia de China, Café soluble liofilizado- con granulometría de 20 - 300 mm
Taiwán- Provincia de China, Café tostado- sin descafeinar- en grano
Taiwán- Provincia de China, Café tostado- sin descafeinar- molido
Taiwán- Provincia de China, Extractos- esencias y concentrados de café
Taiwán- Provincia de China, Los demás cafés sin tostar- sin descafeinar
Taiwán- Provincia de China, Los demás extractos- esencias y concentrados de café
Taiwán- Provincia de China, Preparaciones a base de extractos- esencias o concentrados o a base de café
Territorio Británico del Océano indico, Los demás extractos- esencias y concentrados de café
Tolima,Colombia
Trinidad y Tobago, Café soluble liofilizado- con granulometría de 20 - 300 mm
Trinidad y Tobago, Café tostado- sin descafeinar- en grano
Trinidad y Tobago, Café tostado- sin descafeinar- molido
"Trinidad y Tobago, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Trinidad y Tobago, Extractos- esencias y concentrados de café
Trinidad y Tobago, Los demás extractos- esencias y concentrados de café
Trinidad y Tobago, Preparaciones a base de extractos- esencias o concentrados o a base de café
Túnez, Los demás cafés sin tostar- sin descafeinar
Turquía, Café tostado- sin descafeinar- en grano
Turquía, Café tostado- sin descafeinar- molido
"Turquía, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Turquía, Extractos- esencias y concentrados de café
Turquía, Los demás cafés sin tostar- sin descafeinar
Turquía, Los demás extractos- esencias y concentrados de café
Ucrania, Café soluble liofilizado- con granulometría de 20 - 300 mm
Ucrania, Café tostado- sin descafeinar- en grano
Ucrania, Extractos- esencias y concentrados de café
Ucrania, Los demás cafés sin tostar- sin descafeinar
Uruguay, Café soluble liofilizado- con granulometría de 20 - 300 mm
Uruguay, Café tostado- descafeinado
Uruguay, Café tostado- sin descafeinar- en grano
Uruguay, Café tostado- sin descafeinar- molido
Uruguay, Los demás cafés sin tostar- sin descafeinar
Uruguay, Los demás extractos- esencias y concentrados de café
Uruguay, Preparaciones a base de extractos- esencias o concentrados o a base de café
Valle del Cauca,Colombia
Venezuela, Café tostado- descafeinado
Venezuela, Café tostado- sin descafeinar- molido
Venezuela, Extractos- esencias y concentrados de café
Venezuela, Los demás extractos- esencias y concentrados de café
Venezuela, Preparaciones a base de extractos- esencias o concentrados o a base de café
Vietnam, Café sin tostar- sin descafeinar- para la siembra
Vietnam, Los demás cafés sin tostar- sin descafeinar
ZFP Barranquilla, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Barranquilla, Café tostado- descafeinado
ZFP Barranquilla, Café tostado- sin descafeinar- en grano
ZFP Barranquilla, Café tostado- sin descafeinar- molido
ZFP Bogotá, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Bogotá, Café tostado- descafeinado
ZFP Bogotá, Café tostado- sin descafeinar- en grano
ZFP Bogotá, Café tostado- sin descafeinar- molido
ZFP Bogotá, Los demás cafés sin tostar- sin descafeinar
ZFP Bogotá, Preparaciones a base de extractos- esencias o concentrados o a base de café
ZFP Candelaria, Café tostado- sin descafeinar- en grano
ZFP Cartagena, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Cartagena, Café tostado- descafeinado
ZFP Cartagena, Café tostado- sin descafeinar- en grano
ZFP Cartagena, Café tostado- sin descafeinar- molido
ZFP Cartagena, Los demás cafés sin tostar- sin descafeinar
ZFP Centro Logístico del Pacífico CELPA, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Centro Logístico del Pacífico CELPA, Café tostado- descafeinado
ZFP Centro Logístico del Pacífico CELPA, Café tostado- sin descafeinar- en grano
ZFP Centro Logístico del Pacífico CELPA, Café tostado- sin descafeinar- molido
ZFP Cucuta, Café tostado- sin descafeinar- molido
ZFP Cucuta, Extractos- esencias y concentrados de café
ZFP Cucuta, Preparaciones a base de extractos- esencias o concentrados o a base de café
ZFP Pacifico, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Pacifico, Café tostado- sin descafeinar- en grano
ZFP Pacifico, Café tostado- sin descafeinar- molido
ZFP Palmaseca, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Palmaseca, Café tostado- descafeinado
ZFP Palmaseca, Café tostado- sin descafeinar- en grano
ZFP Palmaseca, Café tostado- sin descafeinar- molido
ZFP Parque Industrial Dexton, Los demás cafés sin tostar- sin descafeinar
ZFP Santander, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFP Santander, Café tostado- descafeinado
ZFP Santander, Café tostado- sin descafeinar- en grano
ZFP Santander, Café tostado- sin descafeinar- molido
ZFPE BIO D, Café tostado- sin descafeinar- molido
ZFPE papeles del Cauca, Café soluble liofilizado- con granulometría de 20 - 300 mm
ZFPE papeles del Cauca, Café tostado- sin descafeinar- en grano
ZFPE papeles del Cauca, Café tostado- sin descafeinar- molido
